R_arrest_pct,one_shaft_pct,five_shafts_pct,battery_pct
8.583959899749373790e+01,6.650014172335600904e+01,9.261904761904762040e+01,3.999999999999998224e+00
8.596491228070175339e+01,6.669444444444444287e+01,9.266666666666665719e+01,3.999999999999998224e+00
8.609022556390976888e+01,6.688903061224489477e+01,9.271428571428572241e+01,3.999999999999998224e+00
8.621553884711778437e+01,6.708390022675736475e+01,9.276190476190475920e+01,3.999999999999998224e+00
8.634085213032579986e+01,6.727905328798186702e+01,9.280952380952382441e+01,3.999999999999998224e+00
8.646616541353382956e+01,6.747448979591835894e+01,9.285714285714284699e+01,3.999999999999998224e+00
8.659147869674185927e+01,6.767020975056688314e+01,9.290476190476191221e+01,3.999999999999998224e+00
8.671679197994987476e+01,6.786621315192743964e+01,9.295238095238093479e+01,3.999999999999998224e+00
8.684210526315790446e+01,6.806250000000001421e+01,9.300000000000000000e+01,3.999999999999998224e+00
8.696741854636591995e+01,6.825907029478457844e+01,9.304761904761903679e+01,3.999999999999998224e+00
8.709273182957393544e+01,6.845592403628117495e+01,9.309523809523810201e+01,3.999999999999998224e+00
8.721804511278195093e+01,6.865306122448978954e+01,9.314285714285712459e+01,3.999999999999998224e+00
8.734335839598996643e+01,6.885048185941042220e+01,9.319047619047620401e+01,3.999999999999998224e+00
8.746867167919799613e+01,6.904818594104307294e+01,9.323809523809522659e+01,3.999999999999998224e+00
8.759398496240601162e+01,6.924617346938774176e+01,9.328571428571429180e+01,3.999999999999998224e+00
8.771929824561402711e+01,6.944444444444442865e+01,9.333333333333332860e+01,3.999999999999998224e+00
8.784461152882205681e+01,6.964299886621316205e+01,9.338095238095237960e+01,3.999999999999998224e+00
8.796992481203007230e+01,6.984183673469388509e+01,9.342857142857144481e+01,3.999999999999998224e+00
8.809523809523808779e+01,7.004095804988659779e+01,9.347619047619048160e+01,3.999999999999998224e+00
8.822055137844611750e+01,7.024036281179137120e+01,9.352380952380950419e+01,3.999999999999998224e+00
8.834586466165413299e+01,7.044005102040814847e+01,9.357142857142856940e+01,3.999999999999998224e+00
8.847117794486216269e+01,7.064002267573697225e+01,9.361904761904762040e+01,3.999999999999998224e+00
8.859649122807017818e+01,7.084027777777778567e+01,9.366666666666667140e+01,3.999999999999998224e+00
8.872180451127819367e+01,7.104081632653060296e+01,9.371428571428570820e+01,3.999999999999998224e+00
8.884711779448622337e+01,7.124163832199548096e+01,9.376190476190477341e+01,3.999999999999998224e+00
8.897243107769423887e+01,7.144274376417233441e+01,9.380952380952381020e+01,3.999999999999998224e+00
8.909774436090225436e+01,7.164413265306122014e+01,9.385714285714286120e+01,3.999999999999998224e+00
8.922305764411026985e+01,7.184580498866213816e+01,9.390476190476191221e+01,3.999999999999998224e+00
8.934837092731828534e+01,7.204776077097503162e+01,9.395238095238094900e+01,3.999999999999998224e+00
8.947368421052631504e+01,7.224999999999998579e+01,9.400000000000000000e+01,3.999999999999998224e+00
8.959899749373433053e+01,7.245252267573695804e+01,9.404761904761905100e+01,3.999999999999998224e+00
8.972431077694234602e+01,7.265532879818593415e+01,9.409523809523810201e+01,3.999999999999998224e+00
8.984962406015037573e+01,7.285841836734695676e+01,9.414285714285715301e+01,3.999999999999998224e+00
8.997493734335839122e+01,7.306179138321996902e+01,9.419047619047618980e+01,3.999999999999998224e+00
9.010025062656640671e+01,7.326544784580497094e+01,9.423809523809524080e+01,3.999999999999998224e+00
9.022556390977443641e+01,7.346938775510203357e+01,9.428571428571427759e+01,3.999999999999998224e+00
9.035087719298245190e+01,7.367361111111110006e+01,9.433333333333334281e+01,3.999999999999998224e+00
9.047619047619048160e+01,7.387811791383221305e+01,9.438095238095239381e+01,3.999999999999998224e+00
9.060150375939849710e+01,7.408290816326531569e+01,9.442857142857143060e+01,3.999999999999998224e+00
9.072681704260651259e+01,7.428798185941042220e+01,9.447619047619048160e+01,3.999999999999998224e+00
9.085213032581454229e+01,7.449333900226757521e+01,9.452380952380951840e+01,3.999999999999998224e+00
9.097744360902255778e+01,7.469897959183674629e+01,9.457142857142856940e+01,3.999999999999998224e+00
9.110275689223057327e+01,7.490490362811792124e+01,9.461904761904762040e+01,3.999999999999998224e+00
9.122807017543858876e+01,7.511111111111110006e+01,9.466666666666667140e+01,3.999999999999998224e+00
9.135338345864660425e+01,7.531760204081631116e+01,9.471428571428572241e+01,3.999999999999998224e+00
9.147869674185463396e+01,7.552437641723356876e+01,9.476190476190475920e+01,3.999999999999998224e+00
9.160401002506264945e+01,7.573143424036281601e+01,9.480952380952381020e+01,3.999999999999998224e+00
9.172932330827066494e+01,7.593877551020408134e+01,9.485714285714286120e+01,3.999999999999998224e+00
9.185463659147869464e+01,7.614640022675736475e+01,9.490476190476189799e+01,3.999999999999998224e+00
9.197994987468672434e+01,7.635430839002268044e+01,9.495238095238094900e+01,3.999999999999998224e+00
9.210526315789473983e+01,7.656250000000000000e+01,9.500000000000000000e+01,3.999999999999998224e+00
9.223057644110275533e+01,7.677097505668933763e+01,9.504761904761905100e+01,3.999999999999998224e+00
9.235588972431077082e+01,7.697973356009067913e+01,9.509523809523810201e+01,3.999999999999998224e+00
9.248120300751880052e+01,7.718877551020408134e+01,9.514285714285713880e+01,3.999999999999998224e+00
9.260651629072681601e+01,7.739810090702947321e+01,9.519047619047618980e+01,3.999999999999998224e+00
9.273182957393483150e+01,7.760770975056688314e+01,9.523809523809522659e+01,3.999999999999998224e+00
9.285714285714286120e+01,7.781760204081632537e+01,9.528571428571427759e+01,3.999999999999998224e+00
9.298245614035087669e+01,7.802777777777777146e+01,9.533333333333334281e+01,3.999999999999998224e+00
9.310776942355889219e+01,7.823823696145124984e+01,9.538095238095237960e+01,3.999999999999998224e+00
9.323308270676690768e+01,7.844897959183673208e+01,9.542857142857143060e+01,3.999999999999998224e+00
9.335839598997492317e+01,7.866000566893423240e+01,9.547619047619046739e+01,3.999999999999998224e+00
9.348370927318295287e+01,7.887131519274375080e+01,9.552380952380951840e+01,3.999999999999998224e+00
9.360902255639096836e+01,7.908290816326530148e+01,9.557142857142856940e+01,3.999999999999998224e+00
9.373433583959899806e+01,7.929478458049885603e+01,9.561904761904762040e+01,3.999999999999998224e+00
9.385964912280701355e+01,7.950694444444444287e+01,9.566666666666667140e+01,3.999999999999998224e+00
9.398496240601504326e+01,7.971938775510204778e+01,9.571428571428570820e+01,3.999999999999998224e+00
9.411027568922305875e+01,7.993211451247164234e+01,9.576190476190475920e+01,3.999999999999998224e+00
9.423558897243107424e+01,8.014512471655326920e+01,9.580952380952381020e+01,3.999999999999998224e+00
9.436090225563908973e+01,8.035841836734692833e+01,9.585714285714284699e+01,3.999999999999998224e+00
9.448621553884711943e+01,8.057199546485260555e+01,9.590476190476189799e+01,3.999999999999998224e+00
9.461152882205513492e+01,8.078585600907027242e+01,9.595238095238094900e+01,3.999999999999998224e+00
9.473684210526315042e+01,8.099999999999998579e+01,9.600000000000000000e+01,3.999999999999998224e+00
9.486215538847118012e+01,8.121442743764171723e+01,9.604761904761905100e+01,3.999999999999998224e+00
9.498746867167919561e+01,8.142913832199546675e+01,9.609523809523808779e+01,3.999999999999998224e+00
9.511278195488721110e+01,8.164413265306123435e+01,9.614285714285713880e+01,3.999999999999998224e+00
9.523809523809522659e+01,8.185941043083899160e+01,9.619047619047617559e+01,3.999999999999998224e+00
9.536340852130325629e+01,8.207497165532878114e+01,9.623809523809524080e+01,3.999999999999998224e+00
9.548872180451127178e+01,8.229081632653061718e+01,9.628571428571429180e+01,3.999999999999998224e+00
9.561403508771930149e+01,8.250694444444444287e+01,9.633333333333332860e+01,3.999999999999998224e+00
9.573934837092731698e+01,8.272335600907028663e+01,9.638095238095237960e+01,3.999999999999998224e+00
9.586466165413534668e+01,8.294005102040816269e+01,9.642857142857141639e+01,3.999999999999998224e+00
9.598997493734336217e+01,8.315702947845804260e+01,9.647619047619046739e+01,3.999999999999998224e+00
9.611528822055137766e+01,8.337429138321994060e+01,9.652380952380951840e+01,3.999999999999998224e+00
9.624060150375939315e+01,8.359183673469387088e+01,9.657142857142856940e+01,3.999999999999998224e+00
9.636591478696740865e+01,8.380966553287979082e+01,9.661904761904762040e+01,3.999999999999998224e+00
9.649122807017543835e+01,8.402777777777777146e+01,9.666666666666665719e+01,3.999999999999998224e+00
9.661654135338345384e+01,8.424617346938775597e+01,9.671428571428570820e+01,3.999999999999998224e+00
9.674185463659146933e+01,8.446485260770974435e+01,9.676190476190475920e+01,3.999999999999998224e+00
9.686716791979949903e+01,8.468381519274376501e+01,9.680952380952379599e+01,3.999999999999998224e+00
9.699248120300751452e+01,8.490306122448980375e+01,9.685714285714286120e+01,3.999999999999998224e+00
9.711779448621553001e+01,8.512259070294783214e+01,9.690476190476189799e+01,3.999999999999998224e+00
9.724310776942355972e+01,8.534240362811790703e+01,9.695238095238094900e+01,3.999999999999998224e+00
9.736842105263157521e+01,8.556249999999998579e+01,9.700000000000000000e+01,3.999999999999998224e+00
9.749373433583960491e+01,8.578287981859411104e+01,9.704761904761906521e+01,3.999999999999998224e+00
9.761904761904762040e+01,8.600354308390024016e+01,9.709523809523808779e+01,3.999999999999998224e+00
9.774436090225563589e+01,8.622448979591835894e+01,9.714285714285712459e+01,3.999999999999998224e+00
9.786967418546366559e+01,8.644571995464853842e+01,9.719047619047617559e+01,3.999999999999998224e+00
9.799498746867168109e+01,8.666723356009070756e+01,9.723809523809524080e+01,3.999999999999998224e+00
9.812030075187969658e+01,8.688903061224489477e+01,9.728571428571427759e+01,3.999999999999998224e+00
9.824561403508771207e+01,8.711111111111110006e+01,9.733333333333332860e+01,3.999999999999998224e+00
9.837092731829572756e+01,8.733347505668932342e+01,9.738095238095236539e+01,3.999999999999998224e+00
9.849624060150375726e+01,8.755612244897959329e+01,9.742857142857144481e+01,3.999999999999998224e+00
9.862155388471177275e+01,8.777905328798185280e+01,9.747619047619046739e+01,3.999999999999998224e+00
9.874686716791978824e+01,8.800226757369614461e+01,9.752380952380953261e+01,3.999999999999998224e+00
9.887218045112781795e+01,8.822576530612245449e+01,9.757142857142856940e+01,3.999999999999998224e+00
9.899749373433583344e+01,8.844954648526076824e+01,9.761904761904762040e+01,3.999999999999998224e+00
9.912280701754386314e+01,8.867361111111110006e+01,9.766666666666665719e+01,3.999999999999998224e+00
9.924812030075187863e+01,8.889795918367346417e+01,9.771428571428572241e+01,3.999999999999998224e+00
9.937343358395989412e+01,8.912259070294784635e+01,9.776190476190474499e+01,3.999999999999998224e+00
9.949874686716792382e+01,8.934750566893423240e+01,9.780952380952381020e+01,3.999999999999998224e+00
9.962406015037593932e+01,8.957270408163265074e+01,9.785714285714284699e+01,3.999999999999998224e+00
9.974937343358395481e+01,8.979818594104307294e+01,9.790476190476191221e+01,3.999999999999998224e+00
9.987468671679198451e+01,9.002395124716554164e+01,9.795238095238096321e+01,3.999999999999998224e+00
1.000000000000000000e+02,9.025000000000000000e+01,9.800000000000001421e+01,3.999999999999998224e+00
