R_arrest_pct,one_shaft_pct,five_shafts_pct,battery_pct
8.070175438596490380e+01,5.877777777777777146e+01,9.066666666666665719e+01,3.999999999999998224e+00
8.082706766917293351e+01,5.896045918367347838e+01,9.071428571428570820e+01,3.999999999999998224e+00
8.095238095238094900e+01,5.914342403628118916e+01,9.076190476190475920e+01,3.999999999999998224e+00
8.107769423558896449e+01,5.932667233560089670e+01,9.080952380952381020e+01,3.999999999999998224e+00
8.120300751879699419e+01,5.951020408163264364e+01,9.085714285714286120e+01,3.999999999999998224e+00
8.132832080200500968e+01,5.969401927437640865e+01,9.090476190476189799e+01,3.999999999999998224e+00
8.145363408521303938e+01,5.987811791383220594e+01,9.095238095238094900e+01,3.999999999999998224e+00
8.157894736842105488e+01,6.006249999999998579e+01,9.099999999999998579e+01,3.999999999999998224e+00
8.170426065162907037e+01,6.024716553287981213e+01,9.104761904761903679e+01,3.999999999999998224e+00
8.182957393483710007e+01,6.043211451247165655e+01,9.109523809523810201e+01,3.999999999999998224e+00
8.195488721804511556e+01,6.061734693877550484e+01,9.114285714285713880e+01,3.999999999999998224e+00
8.208020050125313105e+01,6.080286281179137831e+01,9.119047619047618980e+01,3.999999999999998224e+00
8.220551378446114654e+01,6.098866213151925564e+01,9.123809523809522659e+01,3.999999999999998224e+00
8.233082706766916203e+01,6.117474489795916526e+01,9.128571428571427759e+01,3.999999999999998224e+00
8.245614035087719174e+01,6.136111111111111427e+01,9.133333333333332860e+01,3.999999999999998224e+00
8.258145363408520723e+01,6.154776077097506004e+01,9.138095238095237960e+01,3.999999999999998224e+00
8.270676691729322272e+01,6.173469387755101678e+01,9.142857142857143060e+01,3.999999999999998224e+00
8.283208020050125242e+01,6.192191043083901292e+01,9.147619047619048160e+01,3.999999999999998224e+00
8.295739348370926791e+01,6.210941043083902002e+01,9.152380952380951840e+01,3.999999999999998224e+00
8.308270676691729761e+01,6.229719387755101678e+01,9.157142857142856940e+01,3.999999999999998224e+00
8.320802005012531311e+01,6.248526077097504583e+01,9.161904761904760619e+01,3.999999999999998224e+00
8.333333333333332860e+01,6.267361111111108585e+01,9.166666666666665719e+01,3.999999999999998224e+00
8.345864661654135830e+01,6.286224489795919368e+01,9.171428571428570820e+01,3.999999999999998224e+00
8.358395989974937379e+01,6.305116213151929117e+01,9.176190476190477341e+01,3.999999999999998224e+00
8.370927318295738928e+01,6.324036281179137120e+01,9.180952380952381020e+01,3.999999999999998224e+00
8.383458646616541898e+01,6.342984693877552616e+01,9.185714285714287541e+01,3.999999999999998224e+00
8.395989974937343447e+01,6.361961451247167076e+01,9.190476190476189799e+01,3.999999999999998224e+00
8.408521303258144997e+01,6.380966553287981924e+01,9.195238095238096321e+01,3.999999999999998224e+00
8.421052631578946546e+01,6.399999999999999289e+01,9.200000000000000000e+01,3.999999999999998224e+00
8.433583959899748095e+01,6.419061791383219884e+01,9.204761904761905100e+01,3.999999999999998224e+00
